site,course_description,course_name,course_section,course_section_credit,course_section_start,course_section_end,school,course_id,institution
www.pratt.edu,"While students continue to practice the critical thinking and writing skills acquired in HMS 101a, emphasis is placed on exploring literature and its relation to the other arts in greater depth, and on developing a writing style characterized by coherency, clarity of expression, and analytical rigor. Students are required to take HMS 103a in the semester following the one in which they took HMS 100a or HMS 101a.",17/SU - Introduction to Literary and Critical Studies,HMS-103A-01,3.00000,May 25 2017 ,Jun 29 2017  ,School of School of Liberal Arts &; Sci,HMS-103A,Pratt Institutions
www.pratt.edu,"Students pursuing advanced projects not available in regular course offerings may apply for independent study if they have a minimum GPA of 3.0 and have at least sophomore status. Students must submit a written description of the project and its relationship to the curriculum. The application must be approved by the faculty member directing the work, chairperson and dean. Students may take this course only once.",Independent Study,,,,,School of School of Liberal Arts &; Sci,HA-499,Pratt Institutions
www.pratt.edu,"This class serves as an introduction to literature, composition, critical analysis, and research for architecture students. Students are required to write essays based on the critical analysis of texts across a range of genres. Emphasis is placed on using writing as an extension of the thought process, and as a tool that can be integrated across academic and artistic disciplines. Stress is placed on mastering the elements of the thesis-centered essay and developing research skills. This course is open ONLY to Architecture students.",17/FA - Introduction to Literary and Critical Studies for Architects I,HMS-101B-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HMS-101B,Pratt Institutions
www.pratt.edu,"This course studies the history of architecture in the City of New York.  Students are introduced to style, iconography, technical innovation, geography, and the cultural, social, economic, and political forces that have shaped the city\'s buildings from the early seventeenth century to the present.",A History of New York Architecture,,,,,School of School of Liberal Arts &; Sci,HA-470,Pratt Institutions
www.pratt.edu,"This course offers undergraduate students a direct engagement with con-temporary art on view in New York City during the semester.  It will expose students to a broad range of artworks, in diverse styles and media, and will involve various approaches to writing art criticism.",17/FA - The Current Season,HA-472-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-472,Pratt Institutions
www.pratt.edu,"This course will familiarize the student with the rich tradition of the comics medium as it developed in Europe and blossomed in America.  It will present a concise overview of the comics; primarily those of the 20th century-discussing the medium\'s influential creators and established contemporary practitioners, as well as the unique demands of the numerous forms to which it has adapted (the daily and Sunday press, comic books, underground comics, graphic novels, etc.)  Special attention will be paid to the influence of technological, social;, and economic forces (as well as rival contemporary visual media) on narrative approaches, genres and content.  Open to all Pratt students.",17/SP - A History of the Comics,HA-462-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-462,Pratt Institutions
www.pratt.edu,"A Survey of African Arts deals with three primary ideas: Africa (the place), Art (human expression, its creation, use and interpretation) and History (over time).  The course will look at the forms, function and contexts in which arts have been created and used in African societies, and how that body of material has been observed, described and collected by people foreign tot the Continent. The intention is to describe and assess the style catalogue, to inspect the constraints and opportunities that informed the creative processes of the Continent, and then to use the most useful varieties of information to describe and analyze the forms, social engagement and agency of arts in Africa.  Materials or bodies of art will be viewed in a geographic pattern that moves across the Continent.  Those materials will be selected to illustrate themes and issues that inform the study and understanding go the general body of African arts. The course will reflect a growing shift in the literature and in the professional discourse of the field of non-western and post-colonial studies toward a focus on the performative and holistic interpretation of artistic expression, and the impact of a global post-colonial experience that engenders a world-art perspective.  This sort of transcendence of place and race as defining elements in the organization of art studies gains sharper focus in the consideration of contemporary arts, certainly in Africa, and in a global art market.  The reinterpretation of the colonial experience and impact on human expression is of increasing importance in the survey as well as in more specialized areas of inquiry in art history.","A Survey of African Arts: History, Forms and Contexts",,,,,School of School of Liberal Arts &; Sci,HA-456,Pratt Institutions
www.pratt.edu,This course is designed to develop German reading skills and a vocabulary in the context of the study of art history.  This is a two-semester course for which credit is achieved only on the successful completion of both semesters.  Open only to graduate students in art history.,Reading German II,,,,,School of School of Liberal Arts &; Sci,GER-602,Pratt Institutions
www.pratt.edu,"This class serves as an introduction to literature, composition, critical analysis, and research. Students are required to write essays based on the critical analysis of texts across a range of genres. Emphasis is placed on using writing as an extension of the thought process, and as a tool that can be integrated across academic and artistic disciplines. Stress is placed on mastering the elements of the thesis-centered essay and developing research skills.",17/SP - Introduction to Literary and Critical Studies,HMS-101A-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HMS-101A,Pratt Institutions
www.pratt.edu,"This course addresses the history and methodology of Islamic art and architecture from approximately 600 to 1800.  The chronology will be examined through the themes that distinguish this culture-such as aniconism and ornament as well as Islamic Spain and Mughal India.  Integral to these themes will be consideration of the social, political, technological, geographical and religious issues that contributed to the development of each period, style and/or art form.",17/FA - Topics in Islamic Art,HA-455-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-455,Pratt Institutions
www.pratt.edu,"This course deals with the arts and artists in African societies since Independence (roughly 1955) to the present time. The course treats the arts in the context of both their geography and social forms and the times in which they are created. The course describes and analyzes the impact of artistic practice in and across the media of cinema, literature and visual art in a post-colonial and post-modem world.",Contemporary Arts of Africa,,,,,School of School of Liberal Arts &; Sci,HA-454,Pratt Institutions
www.pratt.edu,"This course is designed to develop German reading skills and a vocabulary in the context of the study of art history.  This is a two-semester course, for which credit is achieved only on the successful completion of both semesters.  Open only to graduate students in art history.",Reading German I,,,,,School of School of Liberal Arts &; Sci,GER-601,Pratt Institutions
www.pratt.edu,"This course introduces to advanced-intermediate students a variety of poems, folktales, stories and passages from novels by eminent French speaking authors from countries outside of France. An historical consideration of each country\'s confluence or conflict with French language and culture provides a context for better understanding of its literature and people.",Francophone Literatures,,,,,School of School of Liberal Arts &; Sci,FREN-538,Pratt Institutions
www.pratt.edu,"This course is about communicating in spoken French. It is for undergraduate and graduate students who have completed Intermediate French I and II (or have equivalent skills) and who wish to acquire oral proficiency. Conducted entirely in French, classes are devoted to directed conversation and role-playing as well as learning strategies for communication on the fly.",17/FA - French Conversation,FREN-533-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,FREN-533,Pratt Institutions
www.pratt.edu,"A Survey of Oceanic Arts deals with three primary ideas:  Pacific Islands, Micronesia, Polynesia and Melanesia (the place), Art (human expression, its creation, use and interpretation) and History (over time).  The course will look at the forms, materials, functions and contexts in which arts have been created and used in Pacific Island societies, as well as how that body of material has been observed, described and collected buy people foreign to the region.",17/FA - A Survey of the Arts of Oceania,HA-453-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-453,Pratt Institutions
www.pratt.edu,"This course will address the history of French art from Neoclassicism through Romanticism, or from approximately 1770-1860 and the social, philosophical and political ideas that informed the art\'s development.  While the course focuses on the period\'s paining sculpture, architecture and design, it will also address these arts\' relationship to philosophy, literature, music, drama and other disciplines.",Reason and Imagination at Play: Art in France From Neoclassicism to Romanticism,,,,,School of School of Liberal Arts &; Sci,HA-442,Pratt Institutions
www.pratt.edu,"This course treats the interrelations among images of nature, theories of the environment, and political activism.  Beginning with a broad survey of the traditions of landscape painting in Europe and the United States, the class will shift to the development of these subject areas in the nineteenth and twentieth centuries.  Students will examine topics like the uses of verbal and visual arts to express conceptions of nature, the tension between ""rugged individualism"" and ecological theory, the complex relationship between ""rugged individualism"" and ecological theory, the complex relationship between the state and environmental activism, and the influence of modern and postmodern abstraction on artists\' concern for the environment.","17/FA - Ecology, Activism, and the Image of Nature",HA-441-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-441,Pratt Institutions
www.pratt.edu,"This course focuses on the architecture, art and artifacts of the indigenous peoples of North America residing in the Wood-Lands, Plains, Southwest, Northwest Coast, Arctic and Sub-arctic regions in terms of function, iconography material, technique, cultural context, design and history. Collections of Native North American art and artifacts in local museums are visited and studied.",Native American Art and Architecture And Architecture,,,,,School of School of Liberal Arts &; Sci,HA-426,Pratt Institutions
www.pratt.edu,"French 202 is the second of two courses which comprise Intermediate French. The class is conducted as much as possible in French, and focuses on listening, speaking, reading and writing. The thrust this semester is more advanced spoken and written French, and more challenging literature.",17/SP - Intermediate French II,FREN-202-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,FREN-202,Pratt Institutions
www.pratt.edu,"French 201 is the first of two courses which comprise Intermediate French.  The class is conducted as much as possible in French, and focuses on listening, speaking, reading and writing. We begin with a review of basic pronunciation, vocabulary,verbs and grammar. Each chapter features a relevant short French film. Using cultural themes that introduce new vocabulary, we then move on to more complex grammar. French literature is introduced in poems and short stories for reading, discussion and written reaction. We conclude with a feature-length French film.",17/FA - Intermediate French I,FREN-201-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,FREN-201,Pratt Institutions
www.pratt.edu,"This course is a continuation of French 101. The course focuses equally on oral comprehension and speaking by mimicking, responding to questions and participating in brief conversations with one another. New vocabulary will be presented in the context of everyday life in France. Fluency in spoken and written French will progress from simple sentences to paragraphs and short compositions.",17/SP - Introduction to French II,FREN-102-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,FREN-102,Pratt Institutions
www.pratt.edu,"This course is a critical examination of recent ground-breaking cinema in Africa, Latin America, and Asia.  Films from specific countries in these areas will be selected each semester. The class will evaluate the social, economic, and artistic forces that have shaped these films (and filmmakers) and their reception at home and abroad.",17/SP - Comtemporary International Cinema,HA-425-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-425,Pratt Institutions
www.pratt.edu,"This course will focus on the rise of the two great masters of the Dutch Baroque: Rembrandt and Vermeer as it explores works produced in the Netherlands, c. 1585-1680. We will concentrate on the centers of Haarlem, Amsterdam, and Delft, and to a lesser extent on the works of Baroque Flanders,France and Germany of the 17th century.",Rembrandt to Vermeer: From Darkness Into Light,,,,,School of School of Liberal Arts &; Sci,HA-423,Pratt Institutions
www.pratt.edu,"This course will offer a ""Capstone"" experience to departmental seniors (those with a 3.7 GPA may still opt for a senior thesis).  The focus, theme and methodology will vary according to the faculty member assigned, but in each case, the students will take responsibility to carry out research and to work with the professor and with each other to carry it through.",Senior Seminar,,,,,School of School of Liberal Arts &; Sci,HA-406,Pratt Institutions
www.pratt.edu,"This course will cover the history of sculpture form the ancient world until today.  We will discuss the artists, artworks, and events that have contributed to the evolution of the medium and understandings of it.  We will particularly focus on key developments made in sculpture in the past one hundred and fifty years.",17/SP - History of Sculpture,HA-414-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-414,Pratt Institutions
www.pratt.edu,"Students learn effective business communication. The use of professional language and the principles of organization are stressed in the resume, cover letter, proposal, letter of refusal, memo, presentation and research report. The electronic workplace and its etiquette are also discussed.",Reports And Correspondence,,,,,School of School of Liberal Arts &; Sci,COM-301,Pratt Institutions
www.pratt.edu,"This course focuses equally on oral comprehension and speaking, reading, and written expression. Vocabulary is presented thematically in the context of everyday life in France. Students will develop writing skills and will enjoy French songs, poems, and readings on cultural topics. A feature-length French film will complete this introduction.  ",17/FA - Introduction to French I,FREN-101-01,3.00000,Aug 28 2017 ,Dec 22 2017  ,School of School of Liberal Arts &; Sci,FREN-101,Pratt Institutions
www.pratt.edu,For administrative use only. Used to indicate transfer credit for an English course without an equivalent.,English Requirement Transfer,,,,,School of School of Liberal Arts &; Sci,ENGL-REQT,Pratt Institutions
www.pratt.edu,"In this final art history course, majors write a thesis that demonstrates original research capability. After the topic has been proposed in writing and approved by a small faculty committee, students work with their faculty advisor on an individual basis with regular meetings throughout the semester. Faculty assignments are in accordance with the subject matter of the thesis. This is a requirement for all art history majors.",17/SP - Art History: Senior Project,HA-405-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-405,Pratt Institutions
www.pratt.edu,Students are introduced to key figures in the history of the discipline.  Assigned readings exemplify varied approaches to the discipline and a range of fields within the history of art and design.  These form the basis for weekly critical discussions by participants.  Each student develops an annotated bibliography of a key scholar in the field and presents it to the class.,17/FA - Art Historical Theory and Methodology,HA-402-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-402,Pratt Institutions
www.pratt.edu,"This course takes a comprehensive look at the artists and studios that shaped the history of the features, commercial to computer animation,the course will examine how animation evolved along with the role it plays in society today. This course examines the history of animation through analysis of the techniques and innovations that marked its developments. Through lectures, discussions and screenings students will become familiar with the variety of political that shape this medium.",17/SP - History of Animation,HA-363P-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-363P,Pratt Institutions
www.pratt.edu,"This course takes a comprehensive look at the artists and studios that shaped the history of the dynamic art form of Animation, from its beginning in the silent film era and American entertainment cartoons to contemporary work.  From short films to features, commercial to computer animation, the course will examine how animation evolved along with role it plays in society today.",17/FA - History of Animation,HA-363-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-363,Pratt Institutions
www.pratt.edu,"Students learn effective business communication. The use of professional language and the principles of organization are stressed in the resume, cover letter, proposal, letter of refusal, memo, presentation and research report and other documents.  The course also includes a focus on the   electronic workplace and professional communication norms related to the workplace. ",17/FA - Writing for the Professional,COM-215-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,COM-215,Pratt Institutions
www.pratt.edu,"This is a course in conversational Mandarin, including basic grammar and basic functional vocabulary of the Chinese language, and aspects of Chinese culture.",17/FA - Elementary Chinese I,CHI-501-02,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,CHI-501,Pratt Institutions
www.pratt.edu,"This is a course in conversational Mandarin, including basic grammar and basic functional vocabulary of the Chinese language, and aspects of Chinese culture.",17/SP - Elementary Chinese II,CHI-503-02,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,CHI-503,Pratt Institutions
www.pratt.edu,"An historical survey of film form the advent of commercial motion pictures in the 1890s, the proliferation of national cinema movements throughout the 20th century, and the influence of each in the formation of a global film culture at the beginning of the twenty-first century.  ",17/SP - History of Film,HA-362-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-362,Pratt Institutions
www.pratt.edu,"This course is an exploration of the history of documentary film form the Lumiere Brothers in 1895 to Michael Moore and Ken Burns today, examining landmark works and presenting various movements and styles and notions of ""truth"".  It offers a chronological, analytical study of the emergence of documentary film as art, entertainment, information and persuasion.",17/FA - History of Documentary Film,HA-361-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-361,Pratt Institutions
www.pratt.edu,"This course deals with three concepts: Non-Western (regions of Africa, the Americas and Oeania), Art (human expression) and History (through time). These objects, acts and events will be viewed in terms of how they have developed over time and how they have been observed, described and collected by ourselves and other outsiders. This course addresses the ways in which art is produced, used and consideredlvalued by the people whose lives it touches and molds, as well as the ways that meaning has been treated by others.",Arts of the Other in a Changing World,,,,,School of School of Liberal Arts &; Sci,HA-350,Pratt Institutions
www.pratt.edu,This course is conceived as an introductory survey of photography from its beginning in 1839 through 2014.  The material is organized around the motivations of individual photographers and the development of various movements.  It includes the study of criticism and emphasizes photographer\'s books.  The format is interactive and allows for student participation in addition to written work and exams.,"17/SP - A Survey of Photography: Uses, Styles, And Reactions, 1839-PRESENT",HA-360-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-360,Pratt Institutions
www.pratt.edu,"This is a course in conversational Mandarin, including basic grammar and basic functional vocabulary of the Chinese language, and aspects of Chinese culture.",17/SP - Elementary Chinese II,CHI-103-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,CHI-103,Pratt Institutions
www.pratt.edu,"This is a course in conversational Mandarin, including basic grammar and basic functional vocabulary of the Chinese language, and aspects of Chinese culture.",17/FA - Elementary Chinese I,CHI-101-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,CHI-101,Pratt Institutions
www.pratt.edu,"This three-unit course seeks to examine the social and cultural history of modern and contemporary art from the 1960s to the present. Through the study of key movements and artists of the period, the course explores new technologies of image production, the changing institutional structure of the art world, and the interrelationahip of contemporary art and critical theory.",17/SP - Art Since the Sixties,HA-346P-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-346P,Pratt Institutions
www.pratt.edu,This three-unit course seeks to examine the social and cultural history of modern and contemporary art from the 1960s to the present.,17/FA - Art Since the Sixties,HA-346-01,3.00000,Aug 28 2017 ,Dec 18 2017  ,School of School of Liberal Arts &; Sci,HA-346,Pratt Institutions
www.pratt.edu,"This course will examine the interconnections between modern art, modernity, and visuality. We will explore the major currents in European and American art and architecture fro mapproximately 1900 to 1960.",17/SU - Modern Art in the Twentieth Century,HA-341-01,3.00000,May 15 2017 ,Jul 21 2017  ,School of School of Liberal Arts &; Sci,HA-341,Pratt Institutions
www.pratt.edu,"This course presents an introduction to nineteenth-century art and the ideas that fostered its creation. The purpose of the class is to provide an in-depth overview of the major themes, artists, and stylistic movements (Neoclassicism, Romanticism, Realism, Impressionism, Post-Impressionism, and Symbolism) during this period as they developed within a historical, political and social context.",17/SP - Nineteenth-Century Art,HA-340-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-340,Pratt Institutions
www.pratt.edu,"This course explores painting, sculpture, architecture, and decorative arts made primarily in Italy, Flanders, and Germany between 1300 and 1600, emphasizing cultural and artistic communication between these regions.  Themes include the changing roles of the artist in society, innovative material and artistic techniques, the dynamics of civic, individual, and courtly patronage, and the representations of regional and religious identities.",17/SP - Renaissance Art in Italy and the North,HA-331-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-331,Pratt Institutions
www.pratt.edu,"The political, religious, economic and scientific developments of the Early Modern period (ca. 1585-1700) will engage us in this course on the International Baroque.  We will study issues of gender and class as well as style, in the paintings of Caravaggio, Velasquez, Rubens, Rembrandt and Vermeer.  The building programs of St. Peters by Bernini, of Versailles under Louis XIV, and of London by Wren after The Great Fire will be examined.",17/SP - Baroque Visual Culture,HA-323-01,3.00000,Jan 17 2017 ,May 12 2017  ,School of School of Liberal Arts &; Sci,HA-323,Pratt Institutions
www.pratt.edu,"Students consider Greek art of archaic, classical, and Hellenistic times; Roman adaptations of this heritage during the Republic and the Empire; and the contributions of the Romans to the vitality of classical art.",Greek and Roman Art,,,,,School of School of Liberal Arts &; Sci,HA-304,Pratt Institutions
www.pratt.edu,"This course is the second in the two-semester sequence of required courses for students in the School of Art and the School of Design. It covers the history of art and design in Western and non-Western cultures from the fifteenth century to the present. Works of art are studied in their social, political and economic contexts along with considerations about patronage and stylistic influences.  Students are introduced to major themes of Humanism from the Renaissance through the Modern period and into the Postmodern world. Non-Western cultures, their art forms, and traditions, are studied during a similar time-frame for students to become aware of similarities and contrasts for a balanced and wide-ranging view of world cultures and to expand their definition of what constitutes art. ",17/SU - Themes in Art and Culture II,HA-112-01,3.00000,May 15 2017 ,Jul 21 2017  ,School of School of Liberal Arts &; Sci,HA-112,Pratt Institutions
www.pratt.edu," This course is the first in a required two-semester sequence. It covers the history of art and architecture in Non-Western cultures and in the West from Paleolithic to the Early Renaissance. Works of art are studied in their social, political and economic contexts along with considerations about patronage and stylistic influences. The three-hour sessions will be organized into two hours of lecture and an hour of group discussion on assigned readings or special topics.",17/SU - Themes in Art and Culture I,HA-111-01,3.00000,May 15 2017 ,Jul 21 2017  ,School of School of Liberal Arts &; Sci,HA-111,Pratt Institutions
www.pratt.edu,"This course consists of studio and site work, independent projects, group and individual critiques, and field trips to use landscapes as subjects. At least six sessions will be devoted to expanding drawing concepts through printmaking, and the use of drypoint, collagraph, monotype, and relief print techniques. The world-class print workshop of the Scuola Internazionale della Grafica on the Grand Canal is the location for this work.  Individual development is stressed and a body of work comprising drawings, prints, and notations, including a journal, is required and is to be submitted for the Pratt in Venice show.",17/SU - Drawing & Non-Acid Printmaking (Venice),ART-591I-01,2.00000,May 15 2017 ,Jul 21 2017  ,School of School of Liberal Arts &; Sci,ART-591I,Pratt Institutions
www.pratt.edu,"A variety of independent study opportunities in art and design related fields, such as education, arts administration, computer graphics, film and video production, graphic design, photography, conservation, and architecture are offered. Placements relate to the needs, abilities and vocational aspirations of the individual student in all areas of art and design and architecture. After consultation with a member of the Center for Continuing and Professional Studies several interviews are arranged before the internship is selected. Students gain practical skills and knowledge as well as a more objective understanding of the experience on the site and by recording their observations in a journal.",Independent Study - Professional Studies,,,,,Continuing &; Prof Studies,PMPH-600,Pratt Institutions
www.pratt.edu,"Your portfolio is your calling card. Your portfolio brands you as a photographer and creates a desire in the viewer to see more. However, it can often be a struggle to identify the strongest images from a shoot, much less arrange those images in a coherent group that reflects your style, capabilities, and interests. Learn how to effectively select and sequence images and group those images into a clear and eloquent whole.",Photography Portfolio,,,,,Continuing &; Prof Studies,PMPH-701,Pratt Institutions
www.pratt.edu,"PMPH 535  Photography Portfolio  In this course students will develop their personal vision and perfect their portfolios, both technically and aesthetically. Class discussions will center on contemporary issues in Photography as well as historical precedents, and will present students with visual and conceptual tools that will enhance their own work. Topics include: writing an artist\'s statement, editing images for a cohesive style, presentation techniques, exploring the gallery scene, peer and professional networking. In-depth critiques will be balanced by assignments meant to improve each individual\'s artistic voice. Prerequisite: Digital Photography I and II or portfolio review.",Photography Portfolio,,,,,Continuing &; Prof Studies,PMPH-535,Pratt Institutions
www.pratt.edu,"This course involves studio work (outdoors as well as in), lectures, special projects, individual critiques and instruction, with particular emphasis on the interaction of light and color. Sketchbooks and journals will be required. There will be portfolio reviews in Venice, and work submitted for the Pratt in Venice show will be reviewed. The course will be supported by and integrated with courses in drawing, printmaking, art history, special studies, and materials and techniques.",17/SU - Painting (Venice),ART-590I-01,2.00000,May 15 2017 ,Jul 21 2017  ,School of School of Liberal Arts &; Sci,ART-590I,Pratt Institutions
www.pratt.edu,"Develop the creative vision of the fashion photographer while building a portfolio.  Students will produce their own photo shoots from styling, art directing, lighting, hair, and makeup to scouting for their own models. Explore simple and complex lighting techniques in studios and outdoors.  Focus on creating and discovering great backdrops, art direction, and styling of clothing.  Understand the art makeup and hair styling, and how it translates to photography and the final look of the image.  Students will learn posing techniques for portraiture and flashion.  In-class critiques and hands-on photo shoots will occur on a weekly basis.  Prerequisite: Intro to Fashion Photogrphy 1, or Photographic Lighting 1. Please note:  Students must work with a digital SLR camera.",Advanced Fashion Photography,,,,,Continuing &; Prof Studies,PMPH-527,Pratt Institutions
www.pratt.edu,"What is style in photography? Photographs by Lee Friedlander, Richard Avedon, or Nan Goldin are instantly recognizable as such because we see not only the subject depicted in the photograph, we also perceive the photographer\'s way of seeing the subject. As photographers, we want to create images that bear the imprint of our thoughts, values, and experiences. The decisions we make-where to stand, when to press the shutter, and how to arrange the subject within the frame-provide an entry point revealing the photographer as subject. Prerequisite: The Grammar of Photography.",17/SP - Developing Your Personal Vision: A Photographer's Practice,PMPH-525-01,,Jan 23 2017 ,Apr 10 2017  ,Continuing &; Prof Studies,PMPH-525,Pratt Institutions
www.pratt.edu,"Explore the art and production of the fashion shoot. This hands-on studio course covers editorial, advertising,and beauty. Develop lighting techniques for strobe and natural light. Learn how to produce your own photo shoots, scout locations, and work with models and makeup artists. Study the relationship between photographer, model, art director, and client. Prerequisites: Digital Photography I and Photoshop:Imaging I, or Photoshop for Photographers. Please Note: Students must work with a digital SLR camera. Please bring samples of your work to thefirst session.",17/SP - Intro to Fashion Photography,PMPH-518-01,,Jan 21 2017 ,Apr 15 2017  ,Continuing &; Prof Studies,PMPH-518,Pratt Institutions
www.pratt.edu,"Master the fundamentals of working with a variety of lighting systems and techniques. Learn the theory and application of lighting in the studio and on location. Focus on the photographic works and lighting of master photographers to give you a background in visualizing light and lighting methodology. Work with a variety of lighting systems, including existing light that is enhanced by fill cards, reflectors, and flash, tungsten and studio strobes with umbrellas, and soft boxes. Set ups will include art and commercial applications of portraiture, still life and food, editorial, magazine, and beauty photography. Explore historical perspectives, capturing truthful moments and new perspectives, and organize a portrait session, including scheduling and setup, managing client expectations, lighting, backgrounds, clothes, props,and makeup. Prerequisite: Intro to Photography, Digital Photography,or portfolio review.",17/SU - Photographic Lighting,PMPH-485-01,,May 20 2017 ,Jul 22 2017  ,Continuing &; Prof Studies,PMPH-485,Pratt Institutions
www.pratt.edu,"Improving compositional skills is one of the most useful things a photographer can do to take better pictures. The Grammar of Photography is a 10 week class exploring visual literacy for photographers. In this preview class, you will learn why the edges of the frame are important, how to identify the subject and organize space, how to use underlying geometric structure to shape the viewer\'s experience of looking at an image, and why subtle changes in timing can make a big difference in what is communicated. The second half of the preview class will be a review of attendee\'s work. ",Grammar of Photography Preview,,,,,Continuing &; Prof Studies,PMPH-472P,Pratt Institutions
www.pratt.edu,"Explore the fundamentals of black and white photography and gain control of the use of the camera, the processing of film, and the printing process through lectures,demonstrations, darkroom work, and individual or small group critiques. Study basic technical skills needed for 35mm camera operation, exposing and developing film, making contact sheets, and enlarging and finishing of black and white photographs.",17/SU - Black and White Art Photography,PMPH-481A-01,,May 20 2017 ,Jul 22 2017  ,Continuing &; Prof Studies,PMPH-481A,Pratt Institutions
www.pratt.edu,"Photographs tell stories. As writers use cadence, sentence structure, or the sounds of words to help advance the story, photographers use light, shape, and color. In order for photographers to communicate effectively,they must go beyond employing general visual principles. Study an analysis of those problems and their potential solutions. Investigate how photographers say what they say based primarily on ideas suggested in two seminal writings on photography, John Szarkowski\'s The Photographer\'s Eye and Stephen Shore\'s The Nature of Photographs. Students are required to purchase both books. Through regular shooting assignments dealing with the principles of photographic vision and composition,students will learn how to formulate, strengthen, and translate an idea into the visual form of a photograph.",17/SU - The Grammar of Photography,PMPH-472-01,,May 18 2017 ,Jul 20 2017  ,Continuing &; Prof Studies,PMPH-472,Pratt Institutions
www.pratt.edu,"The key to successful marketing is understanding consumer behavior. Multiple online markets can provide you with vital information on what your consumers do online, how they react to content, what they discuss, and what their interests are. Discover how to collect data from sources, including website analytics, email blasts, abandoned e-commerce carts, and more. Learn how to parse the information, draw useful conclusions, and how to take the collected data and apply it to ongoing and future online marketing initiatives to improve results. Focus on affiliate marketing; measuring success; analytics; and what you need to know to land a job. Bring results from your online marketing efforts to class for review.",Marketing Iii: Measurement and Review,,,,,Continuing &; Prof Studies,PMSM-204,Pratt Institutions
www.pratt.edu,"Marketers, brand managers, product developers, artists, and entrepreneurs will more fully understand how to use social media outlets and other online media to sell products and reach new audiences. We\'ll explore social and online media from both theoretical and practical standpoints, from basic introductions to advanced insights. Please Note: Register for certificate course and receive a 23 percent discount over registering for classes individually. Certificate course includes all program classes: PMSM 201, PMSM 202, PMSM 203, PMSM 204.",17/SU - Certificate Course in Online and Social Media Marketing,PMSM-800-01,,Jun  3 2017 ,Jun 24 2017  ,Continuing &; Prof Studies,PMSM-800,Pratt Institutions
www.pratt.edu,"Explore how to use social media networks for business and marketing purposes, focusing on four of the most important networks: Facebook, Twitter, YouTube, and LinkedIn. Learn how each of these networks functions as a marketing tool and how to set up profiles and pages, attract consumers, and use each to improve marketing and brand exposure. Develop and execute online campaigns, and examine case studies of some of the best online and social media campaigns. Content development strategies will be dissected, including the different types of content that need to be created such as news items, articles, blogs, status updates, how to develop a reliable calendar for content, and where to draw inspiration for keeping content fresh and interesting. Study how content can be created and developed, including writing, video, audio, and photographic,which is the most effective, as well as how to blend content development strategies with ongoing campaigns.",Marketing Ii: Social Media and Viral Campaign Marketing,,,,,Continuing &; Prof Studies,PMSM-203,Pratt Institutions
